val_sample_no,id,event,label,pred,prob_rumor,confidence,correct,error_type,abs_margin_from_0_5,top_rumor_evidence,top_non_rumor_evidence,text
387,535270217689993216,0,1,0,0.362892147202043,0.637107852797957,False,false_negative,0.137107852797957,词项'museum'(0.235)；字符片段'acc'(0.217)；词项'psychiatric'(0.208),词项'to'(0.335)；词项'not'(0.295)；词项'gurlitt'(0.270),According to psychiatric evaluation #Gurlitt not mentally fit to write will bequeathing paintings to museum http://t.co/EF3WSuyVPT
388,536835011941396481,0,1,0,0.27622566174941987,0.7237743382505801,False,false_negative,0.22377433825058013,词项'USER USER'(0.512)；词项'accepts'(0.248)；字符片段'ard'(0.248),词项'hoard'(0.210)；词项'gurlitt'(0.206)；字符片段'ove'(0.184),#Gurlitt Bern museum accepts controversial art hoard - SWI swissinfo.ch http://t.co/B0udLwiK1J @swisscenter @fteuscher
389,535721996391178242,0,1,0,0.34727471533151033,0.6527252846684897,False,false_negative,0.15272528466848967,字符片段'acce'(0.226)；词项'accepting'(0.220)；字符片段'acc'(0.211),词项'gurlitt'(0.230)；词项'URL'(0.135)；词项'to'(0.135),"Swiss museum close to accepting #Gurlitt bequest, returning any #Nazi-looted pieces http://t.co/eCo07tfpkF via @WSJ"
390,536844923774205952,0,1,1,0.5330303470080202,0.5330303470080202,True,correct,0.03303034700802021,词项'gurlitt art'(0.546)；词项'accepts gurlitt'(0.543)；词项'accepts'(0.376),字符片段'est'(0.321)；词项'gurlitt'(0.312)；字符片段'.'(0.216),.@fastFT: Swiss museum accepts Gurlitt art bequest http://t.co/0U8i5scqWb
391,536848139836481536,0,1,1,0.5633464156826334,0.5633464156826334,True,correct,0.06334641568263344,词项'accepted'(0.567)；词项'accepted by'(0.567)；词项'by kunstmuseum'(0.396),词项'gurlitt'(0.277)；词项'kunstmuseum bern'(0.190)；词项'URL'(0.162),Gurlitt collection accepted by Kunstmuseum Bern @artnet http://t.co/d2n5Im5qWs
392,536845753394536448,0,1,1,0.6422103747691847,0.6422103747691847,True,correct,0.14221037476918474,词项'accept gurlitt'(0.873)；词项'accept'(0.682)；词项'gurlitt art'(0.464),字符片段'ove'(0.405)；词项'gurlitt'(0.265)；字符片段'tro'(0.183),Swiss museum will accept Gurlitt art trove http://t.co/PJVU6DJXTW
393,535952893589725184,0,0,0,0.04561702678460989,0.9543829732153901,True,correct,0.4543829732153901,字符片段'co'(0.210)；词项'museum'(0.161)；字符片段'bea'(0.109),词项'cousin'(0.429)；词项'cornelius'(0.231)；词项'cornelius gurlitt'(0.231),GMLive: ArtsBeat: Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum: A cousin... http://t.co/7jogktByJU
394,536333336353193985,0,0,0,0.046219067552020245,0.9537809324479798,True,correct,0.45378093244797973,字符片段'ard'(0.231)；字符片段'ive'(0.156)；字符片段'na'(0.143),词项'over'(0.470)；字符片段'over'(0.343)；字符片段'ove'(0.311),Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard http://t.co/cWPAxyaCB2 Pls RT @ Seb_Kirby
395,535450182142672897,0,0,0,0.14035914224934454,0.8596408577506555,True,correct,0.35964085775065546,词项'art'(0.219)；词项'museum'(0.210)；字符片段'na'(0.184),词项'former'(0.265)；词项'gurlitt'(0.241)；词项'URL'(0.239),Former top judge thinks #Nazi-stolen art 'belongs in a museum' #indianajones #Gurlitt #Germany http://t.co/kqyjtGun9r http://t.co/xNxGpg7RAQ
396,536810390739755009,0,0,0,0.29836912759308903,0.7016308724069109,True,correct,0.20163087240691097,词项'gurlitt art'(0.385)；词项'german'(0.373)；字符片段'nce'(0.337),词项'gurlitt'(0.220)；字符片段'11'(0.180)；字符片段'litt'(0.163),"Swiss museum, German officials to announce fate of  #Gurlitt art collection at 11CET. http://t.co/7NlXiG4hcz"
397,536830979714056192,0,0,0,0.18908637489254887,0.8109136251074511,True,correct,0.31091362510745113,字符片段'ber'(0.333)；词项'agreement'(0.265)；词项'bern'(0.186),词项'on the'(0.482)；词项'of gurlitt'(0.346)；词项'munich'(0.337),"Berlin, Munich and Kunstmuseum Bern have signed an agreement on the management of Gurlitt's estate."
398,536835870293512192,0,0,0,0.09277779846441218,0.9072222015355879,True,correct,0.4072222015355878,字符片段'con'(0.207)；词项'release'(0.191)；词项'raised'(0.156),词项'press'(0.262)；词项'force'(0.220)；词项'press release'(0.179),Gurlitt press release concludes. Many questions being raised by attendees on state of task force investigation and limbo nazi loot objects.
399,535919972439322624,0,0,0,0.10757957229453503,0.8924204277054649,True,correct,0.392420427705465,字符片段'ged'(0.406)；词项'museum'(0.253)；字符片段'ed'(0.170),词项'is'(0.423)；词项'bequest is'(0.375)；字符片段'est'(0.325),Gurlitt’s Museum Bequest Is Challenged http://t.co/I8chboixpD
3,500360889347096576,1,1,0,0.21035924391069125,0.7896407560893087,False,false_negative,0.2896407560893087,词项'they'(0.354)；词项'so'(0.335)；字符片段'they'(0.257),词项'shame'(0.304)；词项'ferguson hashtag_mikebrown'(0.214)；词项'ferguson'(0.188),so ... they clearly released that video  only to shame &amp; blame the victim. #Ferguson #MikeBrown
4,499553593041903616,1,1,0,0.14939176742057547,0.8506082325794245,False,false_negative,0.35060823257942453,词项'breaking'(0.451)；词项'release'(0.308)；词项'will release'(0.283),词项'of police'(0.331)；词项'shooting'(0.314)；字符片段'ned'(0.184),BREAKING: #Anonymous has obtained audio files of police dispatch and EMS during the #MikeBrown shooting. Will release ASAP. #Ferguson
5,500336373833170945,1,1,0,0.10083180633234651,0.8991681936676534,False,false_negative,0.3991681936676535,词项'michael'(0.522)；词项'brown'(0.281)；字符片段'mich'(0.164),词项'police are'(0.552)；词项'be'(0.372)；词项'what'(0.360),#Ferguson police are embarking on what can only be described as an elaborate smear campaign of Michael Brown http://t.co/SaLZExqR1D
6,500303238810574849,1,1,0,0.031549309288171394,0.9684506907118287,False,false_negative,0.4684506907118286,字符片段'ate'(0.141)；字符片段'sta'(0.128)；词项'better'(0.114),词项'ferguson URL'(0.689)；词项'left'(0.666)；词项'photo'(0.585),Someone with better eyes than me please #checkthedatestamp on the bottom left photo. Isn't that JUNE? #Ferguson http://t.co/PTNuxY2v5B
7,499494187969298432,1,1,0,0.07855886593893989,0.9214411340610601,False,false_negative,0.4214411340610601,字符片段'wom'(0.244)；字符片段'ding'(0.236)；词项'woman'(0.224),词项'about'(0.541)；词项'shooting of'(0.415)；词项'what'(0.326),"What are #Ferguson Police hiding about ""drive by"" shooting of black woman recording last night's action? http://t.co/wfuDYm9q27 #OpFerguson"
8,498272309535191041,1,1,0,0.051425859867923675,0.9485741401320763,False,false_negative,0.4485741401320763,字符片段'cir'(0.283)；字符片段'con'(0.261)；字符片段'co'(0.245),词项'in hashtag_ferguson'(0.693)；词项'community'(0.392)；词项'is'(0.357),200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community
9,500290456845299714,1,1,0,0.38829685399277825,0.6117031460072218,False,false_negative,0.11170314600722175,词项'the police'(1.171)；词项'report'(0.739)；词项'time'(0.559),词项'stop'(0.403)；词项'to stop'(0.375)；字符片段'e's'(0.209),Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc
10,500368579875704832,1,1,0,0.12086021453125889,0.879139785468741,False,false_negative,0.3791397854687411,词项'cover'(0.615)；词项'cover up'(0.469)；词项'so'(0.301),词项'rt'(0.385)；词项'us'(0.357)；词项'rt USER'(0.331),I'm so disgusted. #Ferguson RT @ZandarVTS: This has now devolved into the worst police shooting cover-up attempt in US history.
11,500360018928353280,1,1,0,0.4065197684865757,0.5934802315134242,False,false_negative,0.09348023151342427,词项'reports'(0.725)；词项'even'(0.673)；字符片段'sho'(0.378),词项'or'(0.576)；词项'not'(0.272)；词项'to'(0.248),Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators. #Ferguson
12,500284871541940225,1,1,0,0.15163703380399798,0.848362966196002,False,false_negative,0.34836296619600204,词项'the police'(1.057)；词项'lie'(0.880)；字符片段'lie'(0.714),词项'how'(0.573)；词项'and'(0.345)；字符片段'eep'(0.263),I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE. #MIKEBROWN #Ferguson
13,499366666300846081,1,1,0,0.3182306268579869,0.6817693731420131,False,false_negative,0.18176937314201308,词项'down'(0.616)；词项'down no'(0.517)；词项'shut'(0.441),词项'of police'(0.337)；词项'media'(0.323)；字符片段'it's'(0.203),Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj
18,498294764718915586,1,1,0,0.27486464059553434,0.7251353594044656,False,false_negative,0.22513535940446566,词项'store'(0.799)；词项'shot'(0.653)；词项'down'(0.611),词项'ferguson URL'(0.548)；词项'white'(0.310)；词项'happens'(0.269),White man aiming down on police...nothing happens. Unarmed black kid walking back from store shot 10 times. #Ferguson http://t.co/48EcUF2Bwa
20,500328758201815041,1,1,0,0.20377515905356525,0.7962248409464348,False,false_negative,0.29622484094643475,词项'officer'(0.522)；词项'the officer'(0.413)；词项'killing'(0.297),字符片段'mo'(0.290)；字符片段'unit'(0.201)；字符片段'nit'(0.177),Disgusting: MO chapter of Klan raising money as “reward” for the officer killing #MikeBrown. #Ferguson #UniteBlue http://t.co/xRCCazRSFs
21,500289307257868288,1,1,0,0.14804661332014574,0.8519533866798543,False,false_negative,0.35195338667985426,词项'ferguson pd'(0.874)；词项'pd'(0.744)；词项'the shooting'(0.582),词项'about'(0.560)；词项'us'(0.374)；词项'be'(0.349),The selective release of information by #Ferguson PD tells us nothing about the shooting. Instead appears to be a basic smear job.
22,500298752469770240,1,1,0,0.20229171319525405,0.7977082868047459,False,false_negative,0.2977082868047459,字符片段'repo'(0.285)；字符片段'rep'(0.279)；字符片段'kid.'(0.226),词项'ferguson hashtag_mikebrown'(0.195)；字符片段'rs.'(0.186)；词项'law'(0.184),Shoot unarmed kid. Conceal evidence. Impose martial law. Harass reporters. Smear the victim. Worst. Police. Ever. #Ferguson #MikeBrown
400,500417151346696192,1,1,0,0.12280292213019679,0.8771970778698032,False,false_negative,0.3771970778698032,词项'officer'(0.648)；词项'police officer'(0.455)；字符片段'icer'(0.276),词项'be'(0.416)；词项'than'(0.409)；词项'to be'(0.271),Americans are 8 times more likely to be killed by a police officer than by a terrorist. #Ferguson
1,500364250461003777,1,1,1,0.8720923449088561,0.8720923449088561,True,correct,0.3720923449088561,词项'robbery'(1.322)；词项'was'(0.869)；词项'shot'(0.631),词项'over'(0.666)；字符片段'over'(0.352)；字符片段'ove'(0.319),"So, to sum up: 1) Darren Wilson KNEW NOTHING of the robbery, 2) shot #MikeBrown over jaywalking, and 3) was allowed to escape #Ferguson."
2,500277808883830784,1,1,1,0.8942404831449361,0.8942404831449361,True,correct,0.3942404831449361,词项'shot'(0.636)；词项'officer'(0.553)；词项'michael'(0.499),字符片段'son'(0.221)；词项'announced'(0.214)；词项'officer darren'(0.192),"BREAKING: #Ferguson police chief just announced that officer Darren Wilson shot the unarmed teen, Michael Brown."
14,500354853680340993,1,1,1,0.8082694955660569,0.8082694955660569,True,correct,0.3082694955660569,词项'ferguson pd'(0.717)；词项'was'(0.704)；字符片段'was'(0.700),词项'hours'(0.363)；词项'rt'(0.331)；词项'rt USER'(0.284),Boom RT @newsneighbor Why was #Ferguson PD still looking for the suspect 7 hours after Michael Brown had been killed? http://t.co/4TH5aFsge2
15,499431474731683841,1,1,1,0.6710929849109464,0.6710929849109464,True,correct,0.17109298491094638,词项'shot'(0.509)；字符片段'shot'(0.384)；词项'breaking'(0.356),词项'shooting'(0.249)；词项'the'(0.191)；词项'shot in'(0.175),#BREAKING One woman shot in drive-by shooting on 1300 Highmont near the QT. Cannot confirm if the victim survived. #ferguson #mikebrown
16,500277526590423041,1,1,1,0.8082147983700695,0.8082147983700695,True,correct,0.3082147983700695,词项'officer'(1.131)；词项'shot'(0.767)；词项'name of'(0.687),词项'breaking news'(0.484)；词项'shot hashtag_mikebrown'(0.257)；字符片段'son'(0.246),BREAKING NEWS: NAME OF OFFICER WHO SHOT #MIKEBROWN - OFFICER DAREN WILSON - #Ferguson
17,500280249629036544,1,1,1,0.7259827823616009,0.7259827823616009,True,correct,0.22598278236160085,词项'shot'(0.691)；词项'officer'(0.601)；字符片段'shot'(0.504),词项'name the'(0.390)；词项'URL'(0.240)；词项'police name'(0.211),Police name the officer who shot #Ferguson teenager #MichaelBrown. Watch: http://t.co/O76WptH1nE  http://t.co/R6bxjsY9CZ
19,500291116403789824,1,1,1,0.7107856690742774,0.7107856690742774,True,correct,0.21078566907427743,词项'was'(1.067)；字符片段'was'(0.951)；词项'stopped'(0.486),词项'not'(0.296)；字符片段'not'(0.222)；词项'or'(0.219),"Let's not forget that even if Mike Brown did shoplift, that's not why police said he was stopped or why he was shot. #mikebrown #ferguson"
23,499571799764770816,1,0,0,0.049485226163713224,0.9505147738362868,True,correct,0.4505147738362868,字符片段'oes'(0.165)；字符片段'stop'(0.136)；字符片段'ing'(0.132),词项'stop'(0.469)；词项'our'(0.434)；词项'of hashtag_ferguson'(0.367),People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/DfxchWSDBM
24,499672226887897089,1,0,0,0.03849207331360955,0.9615079266863904,True,correct,0.46150792668639046,词项'USER USER'(0.590)；词项'at'(0.339)；词项'USER rt'(0.218),词项'rt'(0.923)；词项'rt USER'(0.640)；词项'ferguson URL'(0.573),RT @freegcf: RT @organizemo: @OpFerguson PLS RT! Jail support info for ppl arrested at #mikebrown rallies. #ferguson http://t.co/GRJvO1dAlp
25,500210207986028544,1,0,0,0.07005629261637891,0.9299437073836211,True,correct,0.4299437073836211,词项'out'(0.429)；字符片段'ree'(0.285)；字符片段'hall'(0.184),词项'how'(0.960)；词项'out URL'(0.444)；词项'america'(0.378),#wakeup #MarshallLaw #Ferguson - America - how's that land of the free working out? http://t.co/uI9nWUXr8a
26,499381917490237440,1,0,0,0.11577956528722662,0.8842204347127733,True,correct,0.3842204347127734,词项'tonight'(0.316)；字符片段'tal'(0.238)；字符片段'mich'(0.196),词项'about'(0.452)；词项'is'(0.258)；字符片段'bout'(0.221),Something being talked about tonight is the makeup of the #Ferguson Police Dept. Here's a breakdown: #MichaelBrown http://t.co/gYd5qgJh5M
27,498292628455034882,1,0,0,0.015532550712769657,0.9844674492872303,True,correct,0.48446744928723035,字符片段'age'(0.241)；字符片段'so'(0.140)；字符片段':'(0.131),词项'again'(0.600)；词项'ferguson URL'(0.501)；词项'rt'(0.382),#message RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/vI4tDnvT1W
28,500306548841660416,1,0,0,0.009189312699012882,0.9908106873009871,True,correct,0.4908106873009871,词项'is the'(0.301)；字符片段'n.'(0.164)；词项'ever'(0.146),词项'mikebrown URL'(0.664)；词项'our'(0.461)；词项'is'(0.438),This is the sassiest protest sign I have ever seen. I love our black queens! 😭 #Ferguson #MikeBrown http://t.co/C6zk8Fwb0Y
29,500334308867858432,1,0,0,0.39820544906882205,0.601794550931178,True,correct,0.10179455093117795,词项'cigars'(1.377)；字符片段'cig'(0.502)；字符片段'ciga'(0.502),词项'in hashtag_ferguson'(1.003)；词项'ferguson'(0.286)；字符片段'son'(0.273),Fyi cigars in #Ferguson cost $38 million.
30,500277481119956992,1,0,0,0.05646608964196176,0.9435339103580382,True,correct,0.44353391035803824,字符片段'ree'(0.202)；字符片段'ays'(0.136)；词项'says'(0.133),词项'all'(0.390)；词项'press'(0.287)；字符片段'unit'(0.179),This Cartoon Says It All: via @BennettCartoons via Chattanooga Times Free Press #Ferguson #UniteBlue #libcrib #KY http://t.co/A5XHpJPq75
31,499530401136668672,1,0,0,0.1865736300789452,0.8134263699210548,True,correct,0.31342636992105477,字符片段'repo'(0.380)；字符片段'rep'(0.372)；字符片段'ost'(0.320),词项'in hashtag_ferguson'(0.804)；词项'ferguson URL'(0.677)；词项'URL'(0.279),UNEASY NIGHT: St. Louis Post Dispatch's reporting on last night's clashes in #Ferguson http://t.co/wHNNo9yo3T http://t.co/OOuZIRkjpL
32,500368204376850432,1,0,0,0.06868220351729208,0.931317796482708,True,correct,0.4313177964827079,词项'kkk'(0.244)；字符片段'offi'(0.242)；字符片段'man'(0.196),词项'how'(0.799)；词项'how many'(0.520)；字符片段'how'(0.466),How many #Ferguson officers are in the KKK? #jw
33,499702206455488513,1,0,0,0.033492251573241504,0.9665077484267585,True,correct,0.4665077484267585,字符片段'gun'(0.201)；词项'still on'(0.198)；字符片段'ere'(0.161),词项'about'(0.493)；词项'police are'(0.454)；词项'on the'(0.335),The #Ferguson police are STILL on the tv LYING about wanting peace and there's military guns and amour trucks here in broad daylight
34,500249081286250496,1,0,0,0.20571203687312165,0.7942879631268783,True,correct,0.2942879631268783,词项'getty'(0.432)；词项'getty images'(0.328)；词项'olson'(0.328),词项'in hashtag_ferguson'(0.619)；词项'ferguson URL'(0.521)；词项'protesters'(0.366),"Protesters march peacefully alongside state troopers in #Ferguson: http://t.co/qqiQ0XKDRN (Scott Olson, Getty Images) http://t.co/D6DKEK0z5n"
35,498274493337702401,1,0,0,0.2985391750416842,0.7014608249583159,True,correct,0.2014608249583158,词项'was'(0.743)；字符片段'was'(0.607)；词项'shot'(0.540),词项'monday'(0.425)；词项'start'(0.422)；词项'on monday'(0.358),: Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/dCFmzlkFRD”
36,498259432237969408,1,0,0,0.04454605952304495,0.9554539404769551,True,correct,0.45545394047695503,词项'are now'(0.490)；词项'now'(0.383)；字符片段'now'(0.309),字符片段'rs.'(0.298)；词项'people are'(0.281)；词项'are'(0.257),People are now matching to the #Ferguson Police Dept headquarters. http://t.co/4KEsby2ZPj
37,499701423135678464,1,0,0,0.010701615044907192,0.9892983849550928,True,correct,0.4892983849550928,词项'between'(0.288)；字符片段'opp'(0.223)；字符片段'war'(0.202),词项'you'(0.755)；字符片段'you'(0.651)；词项'mikebrown URL'(0.559),"You guess photo of war? Yes, you are right. This is a war between oppressor &amp; oppressed. #Ferguson #MikeBrown http://t.co/74TvAG92CR"
38,499691638424608768,1,0,0,0.025596380261622503,0.9744036197383775,True,correct,0.4744036197383775,字符片段'sho'(0.284)；字符片段'mass'(0.255)；词项'up'(0.231),词项'in hashtag_ferguson'(0.593)；词项'ferguson URL'(0.499)；词项'rt'(0.383),RT .@ryanjreilly: A massive SWAT team just showed up to peaceful demonstration in #ferguson https://t.co/VZh6Iu2MmL
39,500240534481666049,1,0,0,0.018360311315840226,0.9816396886841597,True,correct,0.4816396886841598,字符片段'ro'(0.193)；字符片段'er'(0.115)；字符片段'thr'(0.097),词项'protestors'(0.383)；词项'johnson'(0.376)；词项'peaceful'(0.350),Capt. Ron Johnson leads #Ferguson protestors through a peaceful night #RonJohnson #leader http://t.co/JpUnwUsN6f http://t.co/Vl504sVOaE
40,498305962726273024,1,0,0,0.2579867747745665,0.7420132252254334,True,correct,0.2420132252254335,词项'was'(1.090)；字符片段'was'(0.686)；词项'story'(0.552),词项'in hashtag_ferguson'(0.790)；词项'this'(0.294)；字符片段'you'(0.275),I’m in #Ferguson and the witnesses are telling a chillin story. This young man was truly executed.
41,500364705622671360,1,0,0,0.03018649624984186,0.9698135037501582,True,correct,0.4698135037501581,字符片段'sho'(0.328)；字符片段'sh'(0.175)；字符片段'ten'(0.166),词项'how'(0.732)；词项'ferguson URL'(0.667)；词项'URL hashtag_ferguson'(0.469),Exactly How Often Do Police Shoot Unarmed Black Men? http://t.co/6KXMOhu2EA #Ferguson http://t.co/1Cd6egf2LQ
42,499401831874043905,1,0,0,0.010900479862361876,0.9890995201376381,True,correct,0.48909952013763813,字符片段'rip'(0.243)；字符片段'bul'(0.187)；字符片段'bull'(0.152),词项'ferguson URL'(0.832)；词项'you'(0.615)；字符片段'you'(0.550),"Protestor on bull horn: ""Is this the Gaza Strip you bombin'"" #Ferguson http://t.co/rsPzBuPYb1"
43,499674159916789760,1,0,0,0.01351751841900471,0.9864824815809953,True,correct,0.4864824815809953,字符片段'ook'(0.189)；字符片段'lly'(0.184)；词项'in'(0.182),词项'in hashtag_ferguson'(1.079)；词项'ferguson URL'(0.908)；词项'protestors'(0.632),Police look on as protestors rally in #Ferguson http://t.co/LCzNUCNvKE
44,500364003734867970,1,0,0,0.07148893280224622,0.9285110671977538,True,correct,0.4285110671977538,词项'michael'(0.596)；词项'arrest'(0.404)；词项'13'(0.281),词项'my'(0.783)；词项'URL hashtag_ferguson'(0.450)；字符片段'my'(0.419),"Video footage of my arrest, @AntonioFrench staffers, and Michael Powers Protest and arrests 8-13-14: http://t.co/RLaAUlKyyv #Ferguson"
45,499426471300329472,1,0,0,0.011513308215822632,0.9884866917841774,True,correct,0.48848669178417736,字符片段'pr'(0.102)；字符片段'for'(0.048)；字符片段'er'(0.027),词项'prayers for'(0.610)；词项'ferguson'(0.441)；字符片段'pray'(0.438),Prayers for #Ferguson.
46,499359735947087872,1,0,0,0.05112589892565139,0.9488741010743487,True,correct,0.4488741010743486,词项'mike brown'(0.235)；词项'brown'(0.234)；词项'mike'(0.195),词项'wake'(0.395)；词项'wake of'(0.344)；词项'in wake'(0.339),Anonymous hacking group threatens the #Ferguson police in wake of the murder of Mike Brown --&gt; http://t.co/TqaA59wH9x http://t.co/p8VtikmeyD
